gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end
ZNF98	chr19	22391019	22532485	-	22422296	22422354
ZNF99	chr19	22752183	22784151	-	22769932	22769982
ZNFX1	chr20	49237946	49278426	-	49271173	49271223
ZNHIT1	chr7	101218165	101224190	+	101218165	101218215
ZNHIT2	chr11	65116403	65117701	-	65117658	65117708
ZNHIT3	chr17	36487001	36499682	+	36486677	36486727
ZNRD2	chr11	65570460	65573942	+	65570459	65570509
ZNRF1	chr16	74999024	75110994	+	75104783	75104833
ZNRF2	chr7	30284597	30367689	+	30285573	30285623
ZNRF3	chr22	28883572	29057488	+	28987051	28987101
ZNRF4	chr19	5455417	5456856	+	5455430	5455480
ZP1	chr11	60867542	60875693	+	60870511	60870561
ZP2	chr16	21197450	21214510	-	21214460	21214510
ZP3	chr7	76397518	76442071	+	76434034	76434084
ZPBP	chr7	49850421	50121329	-	50093214	50093264
ZPBP2	chr17	39868202	39877896	+	39868215	39868265
ZPLD1	chr3	102099244	102479841	+	102099243	102099281
ZPR1	chr11	116773799	116788039	-	116775826	116775876
ZRANB1	chr10	124942123	124988189	+	124981410	124981460
ZRANB3	chr2	135136916	135531218	-	135530681	135530731
ZSCAN1	chr19	58034025	58054631	+	58034065	58034115
ZSCAN10	chr16	3088890	3099295	-	3093186	3093236
ZSCAN12	chr6	28378955	28399747	-	28399684	28399734
ZSCAN16	chr6	28107689	28130082	+	28124559	28124609
ZSCAN18	chr19	58083838	58118427	-	58118376	58118426
ZSCAN2	chr15	84600986	84627796	+	84601004	84601065
ZSCAN21	chr7	100049774	100065040	+	100049773	100049823
ZSCAN22	chr19	58326994	58342332	+	58327018	58327068
ZSCAN23	chr6	28431930	28443502	-	28443452	28443502
ZSCAN25	chr7	99616946	99632408	+	99616945	99616995
ZSCAN26	chr6	28267058	28278224	+	28267142	28267192
ZSCAN29	chr15	43358172	43371043	-	43370975	43371025
ZSCAN30	chr18	35251058	35290245	-	35254571	35254621
ZSCAN31	chr6	28324693	28356271	-	28336325	28336375
ZSCAN32	chr16	3382081	3401065	-	3400963	3401013
ZSCAN4	chr19	57668935	57679152	+	57668934	57668984
ZSCAN5A	chr19	56219670	56368383	-	56314809	56314859
ZSCAN5B	chr19	56189570	56197920	-	56197765	56197815
ZSCAN5C	chr19	56202273	56209200	+	56202300	56202322
ZSCAN9	chr6	28224886	28233487	+	28225263	28225313
ZSWIM1	chr20	45881227	45885266	+	45881226	45881261
ZSWIM2	chr2	186827475	186849208	-	186849120	186849170
ZSWIM3	chr20	45857614	45879122	+	45857616	45857666
ZSWIM4	chr19	13795460	13832230	+	13795459	13795509
ZSWIM6	chr5	61332258	61546172	+	61332272	61332322
ZSWIM7	chr17	15976560	15999717	-	15999667	15999717
ZSWIM8	chr10	73785606	73801797	+	73791323	73791373
ZSWIM9	chr19	48170680	48197620	+	48170691	48170714
ZUP1	chr6	116635618	116668794	-	116668744	116668794
ZW10	chr11	113733187	113773735	-	113773685	113773735
ZWILCH	chr15	66504959	66550130	+	66505294	66505344
ZWINT	chr10	56357227	56361273	-	56359708	56359758
ZXDC	chr3	126437601	126475891	-	126475869	126475919
ZYX	chr7	143381295	143391111	+	143381360	143381410
ZZEF1	chr17	4004445	4143030	-	4017530	4017580
CAPN9	chr1	230747384	230802003	+	230791876	230791926
ILF2	chr1	153661788	153671028	-	153664424	153664474
ST6GALNAC5	chr1	76867480	77067546	+	76867440	76867490
MROH7-TTC4	chr1	54641786	54742308	+	54641785	54641835
AGO4	chr1	35808016	35857890	+	35841672	35841722
AKR1A1	chr1	45550543	45570049	+	45550803	45550853
LRRC8B	chr1	89524829	89597861	+	89524835	89524885
EFNA3	chr1	155078837	155087538	+	155085515	155085565
GSTM3	chr1	109733932	109741038	-	109740466	109740516
CRYBG2	chr1	26321698	26360080	-	26337196	26337246
CCDC24	chr1	43991359	43996528	+	43995392	43995442
ARHGEF2	chr1	155946851	156007070	-	155961907	155961957
SYNC	chr1	32679906	32703596	-	32702706	32702756
ABCA4	chr1	93992834	94121148	-	94010879	94010929
LYST	chr1	235661041	235883640	-	235866870	235866920
XCL2	chr1	168540768	168543997	-	168543947	168543997
RBM15	chr1	110338506	110346681	+	110339322	110339372
JAK1	chr1	64833229	65067754	-	64846859	64846909
SMAP2	chr1	40344850	40423326	+	40413976	40414026
PTPN7	chr1	202147013	202161588	-	202160565	202160615
IQGAP3	chr1	156525405	156572604	-	156572554	156572604
IFI16	chr1	158999968	159055155	+	159015672	159015722
PIGV	chr1	26787054	26800659	+	26787963	26787989
IRF6	chr1	209785617	209806175	-	209806125	209806175
TMEM53	chr1	44635238	44674481	-	44674412	44674462
C1QTNF12	chr1	1242446	1246722	-	1246672	1246722
CLCNKA	chr1	16018875	16034050	+	16018874	16018924
SESN2	chr1	28259518	28282491	+	28259526	28259576
HPCA	chr1	32885994	32898441	+	32886461	32886511
PRAMEF13	chr1	13169015	13174236	-	13199539	13199589
IPP	chr1	45694324	45750653	-	45750600	45750650
SELE	chr1	169722640	169764705	-	169733610	169733660
SETDB1	chr1	150926263	150964744	+	150926344	150926394
TNFRSF9	chr1	7915871	7943165	-	7940816	7940866
PRRC2C	chr1	171485530	171593511	+	171587661	171587711
TAL1	chr1	47216290	47232225	-	47229721	47229771
PPM1J	chr1	112709994	112715332	-	112715278	112715328
ATP1A2	chr1	160115759	160143591	+	160127671	160127721
CDC20	chr1	43358981	43363203	+	43359012	43359062
MARK1	chr1	220528136	220664461	+	220528556	220528606
RNF19B	chr1	32936445	32964809	-	32964635	32964685
CPTP	chr1	1324756	1328896	+	1324766	1324816
ADORA1	chr1	203090654	203167405	+	203128305	203128355
PMF1-BGLAP	chr1	156212982	156243332	+	156212981	156213031
DNAH14	chr1	224896262	225399292	+	224929666	224929716
UBE2U	chr1	64203623	64267368	+	64203626	64203676
CEP104	chr1	3812086	3857396	-	3857164	3857214
DARS2	chr1	173824653	173858808	+	173840912	173840962
RNF207	chr1	6205475	6221299	+	6206128	6206178
BMP8B	chr1	39757182	39788865	-	39788811	39788861
VTCN1	chr1	117143587	117210960	-	117173216	117173266
GABPB2	chr1	151070578	151125542	+	151070776	151070826
NOS1AP	chr1	162069691	162370475	+	162070089	162070139
EPHA10	chr1	37713880	37765133	-	37765083	37765133
SRGAP2	chr1	206203346	206464436	+	206440060	206440081
SZT2	chr1	43389882	43454247	+	43389904	43389954
NR5A2	chr1	200027614	200177420	+	200027882	200027911
PMVK	chr1	154924740	154936719	-	154936941	154936991
LHX8	chr1	75128434	75161533	+	75128433	75128483
LCE3C	chr1	152600234	152601086	+	152600661	152600711
OR10R2	chr1	158472220	158480936	+	158479877	158479927
RNF115	chr1	145738868	145824095	-	145773793	145773843
LURAP1	chr1	46203334	46221256	+	46203333	46203383
NENF	chr1	212432920	212446379	+	212432972	212433022
TMEM52	chr1	1917590	1919279	-	1919223	1919273
SRP9	chr1	225777813	225790468	+	225777828	225777878
MIIP	chr1	12019466	12032045	+	12031126	12031176
P3R3URF	chr1	46175486	46176488	-	46176428	46176478
WASF2	chr1	27404230	27490167	-	27490108	27490158
SMCP	chr1	152878322	152885047	+	152878316	152878366
GNB1	chr1	1785285	1891117	-	1890363	1890401
ARID1A	chr1	26693236	26782104	+	26772963	26772987
RIMKLA	chr1	42380792	42424232	+	42380805	42380855
NHLH2	chr1	115836377	115843917	-	115843867	115843917
ST7L	chr1	112523514	112620825	-	112619094	112619144
CYP2J2	chr1	59893308	59926773	-	59926740	59926790
PRRX1	chr1	170662728	170739421	+	170730205	170730255
ZNF436	chr1	23366912	23377300	-	23368336	23368386
C1orf56	chr1	151047751	151051986	+	151047739	151047789
DDI2	chr1	15617458	15669044	+	15617542	15617592
MTOR	chr1	11106535	11262551	-	11139610	11139660
PRAMEF5	chr1	13224452	13233554	+	13254211	13254261
TNNI3K	chr1	74235387	74544428	+	74235400	74235450
NMNAT2	chr1	183248237	183418380	-	183418552	183418602
YTHDF2	chr1	28736621	28769775	+	28736939	28736989
SFT2D2	chr1	168225938	168253021	+	168225949	168225999
FAM71A	chr1	212624474	212626775	+	212624473	212624523
FAAP20	chr1	2184461	2212720	-	2194725	2194775
SLC30A7	chr1	100896076	100981757	+	100896075	100896125
TLCD4-RWDD3	chr1	95117923	95247225	+	95117922	95117972
RFX5	chr1	151340640	151347326	-	151346822	151346872
C1orf122	chr1	37806979	37809454	+	37807746	37807796
CDA	chr1	20589086	20618903	+	20589085	20589135
RPTN	chr1	152153595	152159228	-	152159183	152159228
FAM229A	chr1	32361270	32364278	-	32361774	32361824
CD55	chr1	207321532	207386804	+	207324657	207324707
MCOLN2	chr1	84925583	84997113	-	84997063	84997113
RASAL2	chr1	178094104	178484147	+	178120960	178121010
MEX3A	chr1	156072013	156082465	-	156081654	156081704
TGFBR3	chr1	91680343	91906335	-	91886101	91886151
PDIK1L	chr1	26111165	26125555	+	26111836	26111886
STUM	chr1	226548764	226609230	+	226600588	226600638
NDUFS5	chr1	39026318	39034636	+	39026317	39026367
CHTOP	chr1	153633982	153646306	+	153634048	153634098
ALG14	chr1	94974405	95072951	-	95027153	95027203
CD34	chr1	207880972	207911402	-	207911352	207911402
PTGFR	chr1	78303884	78540701	+	78303883	78303931
KCNA10	chr1	110517217	110519175	-	110518788	110518838
FCMR	chr1	206903317	206923247	-	206921891	206921941
LYPLAL1	chr1	219173869	219212865	+	219173883	219173933
RABGGTB	chr1	75786197	75795086	+	75786230	75786274
NFIA	chr1	60865259	61462788	+	61082620	61082670
ADSS2	chr1	244408494	244451909	-	244452084	244452134
PPIAL4E	chr1	144372875	144373634	-	144373609	144373659
FMO3	chr1	171090901	171117819	+	171090904	171090954
NECTIN4	chr1	161070998	161089558	-	161089549	161089599
SMPDL3B	chr1	27935000	27959157	+	27935109	27935159
ITGA10	chr1	145891208	145910111	-	145910061	145910111
H3-4	chr1	228424845	228425360	-	228425275	228425325
AGT	chr1	230690776	230745576	-	230714247	230714297
H3C14	chr1	149840687	149841208	-	149841143	149841193
RBM34	chr1	235131183	235161283	-	235161208	235161258
TTLL10	chr1	1173880	1197936	+	1173905	1173926
SPRR2G	chr1	153149582	153150890	-	153150851	153150869
FOXD2	chr1	47438044	47440691	+	47436016	47436066
EXOSC10	chr1	11066618	11099869	-	11068874	11068924
TAGLN2	chr1	159918107	159925507	-	159923667	159923717
IGSF9	chr1	159927039	159945613	-	159945572	159945604
CCDC163	chr1	45493866	45500079	-	45499924	45499974
ZC3H11A	chr1	203795623	203854999	+	203795705	203795755
USH2A	chr1	215622891	216423448	-	216089089	216089139
F3	chr1	94529173	94541759	-	94541750	94541800
ZNF670-ZNF695	chr1	246945547	247078811	-	247078761	247078811
S100A16	chr1	153606886	153613145	-	153613095	153613145
SPATA45	chr1	212830141	212847649	-	212847599	212847649
FCER1G	chr1	161215234	161220699	+	161215296	161215346
HEYL	chr1	39623435	39639643	-	39639895	39639945
RBBP5	chr1	205086142	205122015	-	205121965	205122015
JMJD4	chr1	227730425	227735411	-	227734321	227734371
MLLT11	chr1	151060397	151069544	+	151057757	151057807
FAM110D	chr1	26159079	26163962	+	26159019	26159069
MMP23B	chr1	1632163	1635263	+	1633678	1633728
TMEM51	chr1	15152532	15220478	+	15153732	15153782
SLC26A9	chr1	205913048	205943460	-	205943410	205943460
VAV3	chr1	107571161	107965180	-	107749461	107749508
NTPCR	chr1	232950605	232983882	+	232955657	232955707
STIL	chr1	47250139	47314892	-	47284023	47284073
ZNF593OS	chr1	26169516	26171831	-	26171771	26171821
ARF1	chr1	228082660	228099212	+	228082729	228082765
PCSK9	chr1	55039447	55064852	+	55050933	55050983
TRAPPC3	chr1	36136570	36156053	-	36149447	36149497
GLUL	chr1	182378098	182392206	-	182391742	182391792
CD5L	chr1	157830911	157898256	-	157898206	157898256
DISP3	chr1	11479155	11537551	+	11479165	11479215
SLC30A2	chr1	26037252	26046118	-	26045401	26045451
LYSMD1	chr1	151159748	151165948	-	151165869	151165919
MPZ	chr1	161304735	161309968	-	161309922	161309972
OR6Y1	chr1	158544550	158554405	-	158548055	158548105
PEX19	chr1	160276807	160286348	-	160280069	160280082
OR2M3	chr1	248197265	248212925	+	248203067	248203117
KIAA2013	chr1	11919591	11926428	-	11926378	11926428
DNAJC16	chr1	15526813	15592379	+	15526812	15526862
HDAC1	chr1	32292083	32333635	+	32331535	32331582
KCNT2	chr1	196225779	196609225	-	196428157	196428207
SH2D2A	chr1	156806243	156816848	-	156814061	156814111
IL22RA1	chr1	24119771	24143140	-	24143071	24143121
CSMD2	chr1	33513998	34165842	-	34165224	34165274
NR1I3	chr1	161229666	161238244	-	161238194	161238244
LCE2C	chr1	152675279	152676569	+	152675294	152675328
TDRKH	chr1	151770107	151791416	-	151783721	151783771
PLOD1	chr1	11934205	11975538	+	11964687	11964737
SLC41A1	chr1	205789094	205813748	-	205813126	205813176
C8A	chr1	56854797	56918223	+	56854805	56854855
RXRG	chr1	165400922	165445355	-	165445122	165445172
RGL1	chr1	183636085	183928532	+	183636084	183636134
PRKCZ	chr1	2050411	2185395	+	2144450	2144500
ZBTB18	chr1	244048939	244057476	+	244048938	244048988
RHD	chr1	25272393	25330445	+	25272392	25272442
SEMA6C	chr1	151131685	151146631	-	151139424	151139461
RHOU	chr1	228721284	228732469	+	228735076	228735126
FOXD3	chr1	63322567	63325128	+	63323040	63323090
ZNF648	chr1	182054570	182061712	-	182061662	182061712
MORN1	chr1	2321253	2391707	-	2391657	2391707
GOLPH3L	chr1	150646230	150697154	-	150697094	150697144
TMEM35B	chr1	34981535	34985353	-	34985303	34985353
PRKACB	chr1	84078062	84238498	+	84164393	84164422
OXCT2	chr1	39769523	39771348	-	39771298	39771348
PARP1	chr1	226360210	226408154	-	226408029	226408079
S100A5	chr1	153537147	153541765	-	153540644	153540694
THRAP3	chr1	36224432	36305357	+	36224415	36224465
UHMK1	chr1	162497251	162529631	+	162497804	162497854
NECAP2	chr1	16440721	16460078	+	16440720	16440770
NBPF3	chr1	21440128	21485005	+	21468549	21468585
H3C13	chr1	149813225	149813693	-	149813631	149813681
LYPD8	chr1	248739415	248755759	-	248745229	248745279
C1orf35	chr1	228100726	228105411	-	228103397	228103447
HMGN2	chr1	26472440	26476642	+	26472449	26472499
CDC42	chr1	22025511	22101360	+	22052688	22052738
RPA2	chr1	27891524	27914746	-	27914696	27914746
ZMYM4	chr1	35268709	35422058	+	35269032	35269082
RAVER2	chr1	64745095	64833232	+	64745094	64745144
CTRC	chr1	15438442	15449242	+	15438441	15438491
RIIAD1	chr1	151710433	151729805	+	151721536	151721586
PLA2G5	chr1	20028179	20091911	+	20028433	20028483
NOTCH2NLA	chr1	146146203	146229041	-	146147704	146147754
PRDX6	chr1	173477330	173488815	+	173477329	173477379
IBA57	chr1	228165804	228182257	+	228171177	228171227
G0S2	chr1	209675412	209676390	+	209675419	209675469
TAS1R2	chr1	18839599	18859682	-	18859632	18859682
FAM76A	chr1	27725961	27763116	+	27725978	27726028
PATJ	chr1	61742477	62178675	+	61742493	61742543
SRGAP2C	chr1	121184811	121392874	+	121187101	121187151
FMO2	chr1	171185249	171212686	+	171185301	171185351
ZNF670	chr1	247034637	247078811	-	247078705	247078755
MAN1C1	chr1	25616791	25786206	+	25617849	25617899
OSCP1	chr1	36415827	36450451	-	36450401	36450451
SPATA46	chr1	162373203	162376854	-	162376820	162376870
ATP1A4	chr1	160151586	160186980	+	160177410	160177460
LPGAT1	chr1	211743457	211830763	-	211793276	211793326
C1orf162	chr1	111473792	111478512	+	111474567	111474617
HSD3B2	chr1	119414931	119423035	+	119417412	119417462
OR2L3	chr1	248046836	248063407	+	248060681	248060731
B4GALT2	chr1	43978943	43991170	+	43979201	43979251
PGBD2	chr1	248906196	248919946	+	248906195	248906245
ORC1	chr1	52372829	52404423	-	52404409	52404459
GPR61	chr1	109539872	109548406	+	109539871	109539921
XPR1	chr1	180632022	180890279	+	180863763	180863813
PRAMEF25	chr1	13169610	13178799	+	13070852	13070902
LACTBL1	chr1	22953043	22965338	-	22963128	22963178
PAQR6	chr1	156243320	156248117	-	156248040	156248090
S100A10	chr1	151982915	151993859	-	151992528	151992578
OLFML2B	chr1	161983192	162023869	-	161985182	161985232
KIFAP3	chr1	169921326	170085208	-	170074688	170074738
TOE1	chr1	45340052	45343973	+	45340174	45340224
ZFP69B	chr1	40450102	40463718	+	40450106	40450156
TAFA3	chr1	112718905	112727235	+	112720418	112720468
UCK2	chr1	165827614	165911618	+	165897978	165898004
BOLA1	chr1	149887890	149900798	+	149899596	149899646
KCTD3	chr1	215567304	215621807	+	215602169	215602201
ACAP3	chr1	1292390	1309609	-	1298905	1298955
MT1HL1	chr1	237004103	237004441	-	237004368	237004418
RPL22	chr1	6185020	6209389	-	6200792	6200842
ACTN2	chr1	236664141	236764631	+	236686453	236686503
CLSTN1	chr1	9728926	9823984	-	9823934	9823984
FAM43B	chr1	20552573	20555020	+	20552438	20552488
COX20	chr1	244835616	244845057	+	244835658	244835708
PLA2G4A	chr1	186828949	186988981	+	186854285	186854335
NOL9	chr1	6521347	6554513	-	6533335	6533385
ESRRG	chr1	216503246	217137755	-	217076881	217076931
BROX	chr1	222712553	222735196	+	222713368	222713416
COPA	chr1	160288594	160343273	-	160343209	160343259
PYGO2	chr1	154957026	154963853	-	154961986	154962036
PRR9	chr1	153217584	153219310	+	153217583	153217619
UQCRHL	chr1	15807169	15809348	-	15809298	15809348
HMGB4	chr1	33860475	33864791	+	33864076	33864126
RHBDL2	chr1	38885807	38941830	-	38926787	38926837
FH	chr1	241497511	241519799	-	241519711	241519761
CCDC17	chr1	45620044	45624057	-	45623951	45624001
MTF1	chr1	37809574	37859592	-	37858489	37858539
SELL	chr1	169690665	169711702	-	169711648	169711698
HPDL	chr1	45326895	45328710	+	45326904	45326954
GNG5	chr1	84498323	84506581	-	84506515	84506565
GADD45A	chr1	67685201	67688334	+	67685200	67685250
PPIH	chr1	42658335	42676758	+	42659244	42659294
TMEM88B	chr1	1425871	1430255	+	1426127	1426177
CTPS1	chr1	40979688	41012565	+	40981926	40981976
EPS15	chr1	51354263	51519266	-	51465276	51465326
KPRP	chr1	152759561	152762052	+	152759560	152759610
LEFTY2	chr1	225936598	225941383	-	225941333	225941383
TCHHL1	chr1	152084141	152089064	-	152089019	152089064
GJB5	chr1	34755047	34758512	+	34755046	34755096
FMO1	chr1	171248471	171285978	+	171257737	171257787
DNAJC11	chr1	6634168	6701924	-	6701773	6701823
STX12	chr1	27773219	27824443	+	27773234	27773284
WDR26	chr1	224385146	224437033	-	224433806	224433856
YARS1	chr1	32775237	32817380	-	32817267	32817317
OR13G1	chr1	247670812	247679739	-	247672991	247673041
GPA33	chr1	167052836	167166479	-	167090276	167090326
TAF1A	chr1	222557902	222589933	-	222589863	222589913
ERMAP	chr1	42817122	42844991	+	42817123	42817173
SLAMF8	chr1	159826811	159837492	+	159833004	159833054
LRRC52	chr1	165544000	165563957	+	165544006	165544056
IGSF21	chr1	18107798	18378483	+	18375956	18376006
PPOX	chr1	161166056	161178013	+	161170260	161170310
RORC	chr1	151806071	151831845	-	151826041	151826091
AMY2B	chr1	103553815	103579534	+	103565030	103565080
CA6	chr1	8945867	8975092	+	8945881	8945931
LCE3D	chr1	152579381	152580516	-	152580468	152580504
SHISA4	chr1	201888680	201892587	+	201888679	201888729
ZBTB40	chr1	22428838	22531157	+	22451850	22451900
TXLNA	chr1	32179675	32198285	+	32180064	32180114
LCE1E	chr1	152786214	152788426	+	152786213	152786263
RSRP1	chr1	25242249	25338213	-	25337183	25337233
H2AC20	chr1	149886918	149887411	+	149886974	149887024
PDZK1IP1	chr1	47183582	47191044	-	47185294	47185344
NBPF26	chr1	120723949	120842110	+	120813905	120813955
B4GALT3	chr1	161171310	161177968	-	161177447	161177497
SLC25A44	chr1	156193932	156212796	+	156199617	156199667
CASQ1	chr1	160190575	160201886	+	160198209	160198259
TMEM81	chr1	205083129	205084460	-	205084410	205084460
KCNA3	chr1	110672465	110674940	-	110674983	110675033
HSPB11	chr1	53916574	53945699	-	53945560	53945610
KHDRBS1	chr1	32013868	32060850	+	32014181	32014231
USP33	chr1	77695987	77759852	-	77721189	77721239
NAV1	chr1	201539127	201826969	+	201782629	201782679
CD1C	chr1	158289923	158294774	+	158289785	158289835
SPTA1	chr1	158610704	158686715	-	158618051	158618101
DCLRE1B	chr1	113905213	113914086	+	113905408	113905458
NASP	chr1	45583846	45618904	+	45584040	45584090
MSH4	chr1	75796882	75913242	+	75796881	75796931
OPN3	chr1	241590102	241677376	-	241640290	241640340
DCAF8	chr1	160215715	160262549	-	160262426	160262476
MRPL24	chr1	156737303	156741590	-	156741081	156741131
TEX46	chr1	23010834	23019100	-	23014044	23014094
IFNLR1	chr1	24154168	24187959	-	24187198	24187248
MTF2	chr1	93079235	93139079	+	93079269	93079319
PLD5	chr1	242082986	242524697	-	242449432	242449482
PTPN22	chr1	113813811	113871753	-	113871703	113871753
SNX7	chr1	98661701	98760500	+	98661700	98661750
SDE2	chr1	225982702	225999343	-	225999281	225999331
CDCA8	chr1	37692481	37709719	+	37692480	37692530
SLAMF7	chr1	160739057	160754821	+	160739303	160739353
KRTCAP2	chr1	155169408	155173475	-	155173255	155173305
SPOCD1	chr1	31790422	31816022	-	31815970	31816020
GREM2	chr1	240489573	240612155	-	240612099	240612149
FNDC10	chr1	1598012	1600135	-	1600046	1600096
LRRC40	chr1	70144805	70205579	-	70205570	70205620
LMX1A	chr1	165201867	165356715	-	165356191	165356241
MAD2L2	chr1	11674480	11691650	-	11691600	11691650
H3C15	chr1	149852608	149853125	+	149852618	149852668
GUK1	chr1	228139962	228148984	+	228139961	228140011
ELAVL4	chr1	50024029	50203772	+	50109705	50109755
